"draw","MinMedian","Jaccard_vs_equal","Ec","Ep","Em","Es","Ex"
216,0.926670025247261,0.6,0.582502969636211,0.0578258908845693,0.286162387581195,0.0191994456528993,0.0543093062451251
217,0.926670025247261,0.6,0.753414512980797,0.0472647779151561,0.0821277287637349,0.111910347934608,0.00528263240570417
218,0.923583605494175,0.904761904761905,0.0517884208291885,0.188836168179788,0.321194028322895,0.158774238441981,0.279407144226148
219,0.926670025247261,0.904761904761905,0.226321515077383,0.0710282902728798,0.11556376181152,0.140298152663954,0.446788280174263
220,0.926670025247261,0.666666666666667,0.491246700738108,0.0870199312481579,0.0494396472241295,0.170206136173454,0.202087584616151
221,0.930555555555556,0.6,0.233108931216216,0.498625743104468,0.217887518103512,0.0137826083430871,0.036595199232716
222,0.926670025247261,0.904761904761905,0.187929896347876,0.258480762827265,0.0283423456616429,0.159045464674991,0.366201530488224
223,0.926670025247261,0.904761904761905,0.398288676551753,0.0161674334160693,0.0487325375075656,0.272601228116263,0.26421012440835
224,0.91963727329581,0.739130434782609,0.197510721683772,0.0614345396495207,0.0461321514049986,0.642728287803599,0.0521942994581093
225,0.91963727329581,0.739130434782609,0.0818756032903095,0.15464605951588,0.138424586696256,0.365107402612157,0.259946347885398
226,0.944705023973317,0.428571428571429,0.0496894522776622,0.324453671793057,0.0137629528554801,0.00540649332868763,0.606687429745113
227,0.926670025247261,0.666666666666667,0.419299004059521,0.0903145357385937,0.263918230375168,0.173494184437749,0.0529740453889691
228,0.91963727329581,0.739130434782609,0.150335516590343,0.0281907515677481,0.0604833589394563,0.482962534149322,0.278027838753131
229,0.923583605494175,0.904761904761905,0.175325843243698,0.104312343982465,0.115955654020595,0.232947059312027,0.371459099441215
230,0.930555555555556,0.666666666666667,0.429214648518671,0.0931816654687184,0.118316667827667,0.143655167257128,0.215631850927816
231,0.923583605494175,0.904761904761905,0.0634657527605232,0.283031233527259,0.221604673368056,0.144373448196377,0.287524892147785
232,0.921200750469043,0.739130434782609,0.0275120272674227,0.186373716541524,0.553857562663733,0.101027185198129,0.131229508329191
233,0.926670025247261,0.739130434782609,0.360072988195963,0.0535034116763358,0.310432521030967,0.170135271198633,0.105855807898101
